meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.18422501 ,0.05231255 ,0.19836991 ,0.13824451 ,0.22470219 ,0.08645768 ,1.23013766 ,3.66470627 ,0.91184232 ,0.35211234 ,0.22470219 ,0.18422501 ,0.13946486 ,0.04705882 ,0.27906977 ,1.01339286 ,0.02343750 ,4.31250000 ,4.28906250 ,0.11239108 ,male
0.19594887 ,0.06097599 ,0.22240866 ,0.12995941 ,0.25120433 ,0.12124493 ,1.83798631 ,6.06546180 ,0.88985213 ,0.29910223 ,0.25916103 ,0.19594887 ,0.12670532 ,0.04757185 ,0.27906977 ,0.93645833 ,0.02343750 ,3.63281250 ,3.60937500 ,0.11776062 ,male
0.18355158 ,0.05291226 ,0.18581236 ,0.14288330 ,0.22201373 ,0.07913044 ,1.15145258 ,4.20527625 ,0.92442169 ,0.37579621 ,0.22073227 ,0.18355158 ,0.12396046 ,0.04715128 ,0.27906977 ,0.77765625 ,0.02343750 ,8.01562500 ,7.99218750 ,0.09125820 ,male
0.19213229 ,0.05781815 ,0.21195804 ,0.13118881 ,0.23937063 ,0.10818182 ,1.11652133 ,3.49216945 ,0.90615125 ,0.31962116 ,0.21587413 ,0.19213229 ,0.13179707 ,0.04761905 ,0.27428571 ,0.94218750 ,0.02343750 ,4.50000000 ,4.47656250 ,0.13490401 ,male
0.18884817 ,0.05613315 ,0.18888361 ,0.14033254 ,0.23942993 ,0.09909739 ,0.54874271 ,2.29336800 ,0.93040803 ,0.38132754 ,0.11406176 ,0.18884817 ,0.12880342 ,0.04696673 ,0.27906977 ,1.29765625 ,0.02343750 ,7.80468750 ,7.78125000 ,0.08997100 ,male
0.17929890 ,0.05975706 ,0.20807692 ,0.11615385 ,0.22884615 ,0.11269231 ,2.53698724 ,10.49063467 ,0.88400445 ,0.33010408 ,0.21192308 ,0.17929890 ,0.12571906 ,0.04729064 ,0.27272727 ,0.96592420 ,0.02343750 ,7.78125000 ,7.75781250 ,0.09639570 ,male
0.17407664 ,0.05598829 ,0.17274032 ,0.12332855 ,0.22175036 ,0.09842181 ,1.30094462 ,4.03130158 ,0.92156216 ,0.44864151 ,0.22737446 ,0.17407664 ,0.12845366 ,0.04785643 ,0.27745665 ,1.21728516 ,0.02343750 ,4.12500000 ,4.10156250 ,0.20000000 ,male
0.17942735 ,0.05674679 ,0.17509972 ,0.13601140 ,0.22934473 ,0.09333333 ,0.74661737 ,2.86423794 ,0.93714157 ,0.49414762 ,0.16672365 ,0.17942735 ,0.13398038 ,0.04766634 ,0.27906977 ,1.21777344 ,0.02343750 ,4.31250000 ,4.28906250 ,0.18655484 ,male
0.17550960 ,0.06211421 ,0.18025445 ,0.12966921 ,0.22371501 ,0.09404580 ,1.00386158 ,3.22980461 ,0.94511660 ,0.58570412 ,0.18666667 ,0.17550960 ,0.13510389 ,0.04715128 ,0.26815643 ,1.04859375 ,0.02343750 ,4.45312500 ,4.42968750 ,0.15277778 ,male
0.18878999 ,0.06227151 ,0.20360494 ,0.12617284 ,0.24508642 ,0.11891358 ,1.27481371 ,3.93890094 ,0.92360334 ,0.46459122 ,0.24232099 ,0.18878999 ,0.11507776 ,0.04715128 ,0.26966292 ,1.14798678 ,0.02343750 ,4.92187500 ,4.89843750 ,0.11265768 ,male
0.18696819 ,0.05470359 ,0.18014859 ,0.14145617 ,0.23881129 ,0.09735513 ,0.65420923 ,2.46256132 ,0.92393195 ,0.35031804 ,0.24962853 ,0.18696819 ,0.12429394 ,0.04692082 ,0.26666667 ,1.36835106 ,0.02343750 ,4.52343750 ,4.50000000 ,0.17466972 ,male
0.17963963 ,0.05849806 ,0.19846154 ,0.11923077 ,0.23230769 ,0.11307692 ,1.85816043 ,6.31735606 ,0.90032457 ,0.38104816 ,0.11615385 ,0.17963963 ,0.11886307 ,0.04843592 ,0.26815643 ,1.25265957 ,0.02343750 ,6.65625000 ,6.63281250 ,0.09162039 ,male
0.17859038 ,0.05611562 ,0.16196653 ,0.14029289 ,0.23225941 ,0.09196653 ,2.19293303 ,9.59237680 ,0.92007191 ,0.41751330 ,0.16020921 ,0.17859038 ,0.13091040 ,0.04974093 ,0.27906977 ,1.21300118 ,0.02343750 ,8.10937500 ,8.08593750 ,0.07325428 ,male
0.17652692 ,0.06223874 ,0.18494056 ,0.11984148 ,0.23672391 ,0.11688243 ,1.59984381 ,5.81518477 ,0.92380237 ,0.46529160 ,0.10023778 ,0.17652692 ,0.13657174 ,0.04828974 ,0.27906977 ,1.17522321 ,0.02343750 ,11.13281250 ,11.10937500 ,0.10175645 ,male
0.18102000 ,0.05962939 ,0.16373832 ,0.13757009 ,0.23439252 ,0.09682243 ,1.54118613 ,5.23134825 ,0.92480312 ,0.46843271 ,0.13570094 ,0.18102000 ,0.13919801 ,0.04724409 ,0.27906977 ,1.43152574 ,0.02343750 ,5.57812500 ,5.55468750 ,0.13741849 ,male
0.18410581 ,0.06411355 ,0.19746162 ,0.12610031 ,0.24331627 ,0.11721597 ,0.86734637 ,2.91531640 ,0.93289412 ,0.47411087 ,0.11091095 ,0.18410581 ,0.12577509 ,0.04724409 ,0.27906977 ,0.74813988 ,0.02343750 ,3.37500000 ,3.35156250 ,0.11753159 ,male
0.18228220 ,0.06302996 ,0.19911111 ,0.12195556 ,0.23685926 ,0.11490370 ,1.48795538 ,5.00603544 ,0.91394550 ,0.43114190 ,0.11324444 ,0.18228220 ,0.12187996 ,0.04790419 ,0.27745665 ,1.37533245 ,0.02343750 ,9.35156250 ,9.32812500 ,0.09846853 ,male
0.19081282 ,0.05717819 ,0.20037603 ,0.13983549 ,0.23722679 ,0.09739130 ,0.97935083 ,3.60546481 ,0.93039308 ,0.43185065 ,0.11548766 ,0.19081282 ,0.13926043 ,0.04761905 ,0.27745665 ,0.58691406 ,0.02343750 ,3.75000000 ,3.72656250 ,0.09858491 ,male
0.18345974 ,0.06864809 ,0.18321812 ,0.12915375 ,0.25497020 ,0.12581645 ,1.73865494 ,6.20562321 ,0.92571268 ,0.50812879 ,0.13048868 ,0.18345974 ,0.12833304 ,0.04833837 ,0.27906977 ,0.66937500 ,0.02343750 ,4.33593750 ,4.31250000 ,0.08926630 ,male
0.19195923 ,0.06381638 ,0.21278794 ,0.12899892 ,0.25166846 ,0.12266954 ,1.43815410 ,5.31119819 ,0.90575280 ,0.32013306 ,0.11091496 ,0.19195923 ,0.12871670 ,0.04705882 ,0.27118644 ,0.89936441 ,0.02343750 ,5.85937500 ,5.83593750 ,0.04907631 ,male
0.17535688 ,0.06733597 ,0.17940741 ,0.12029630 ,0.23644444 ,0.11614815 ,0.99749535 ,3.34843979 ,0.94987956 ,0.61471780 ,0.12133333 ,0.17535688 ,0.13812077 ,0.04710501 ,0.27118644 ,1.21074695 ,0.02343750 ,4.26562500 ,4.24218750 ,0.13087017 ,male
0.18016601 ,0.06228258 ,0.16078603 ,0.12563319 ,0.24056769 ,0.11493450 ,1.01880452 ,3.03587397 ,0.91709765 ,0.39296611 ,0.14366812 ,0.18016601 ,0.12777565 ,0.04757185 ,0.27745665 ,0.95465960 ,0.02343750 ,3.89062500 ,3.86718750 ,0.17601010 ,male
0.17761538 ,0.05472090 ,0.17108911 ,0.13584158 ,0.22534654 ,0.08950495 ,0.97801463 ,3.49829820 ,0.92563612 ,0.40918495 ,0.14495050 ,0.17761538 ,0.13145483 ,0.04878049 ,0.27906977 ,0.52275815 ,0.02343750 ,2.95312500 ,2.92968750 ,0.09390476 ,male
0.17777804 ,0.05348689 ,0.16404385 ,0.13880633 ,0.22372716 ,0.08492083 ,1.65217532 ,7.10753675 ,0.91729963 ,0.35597452 ,0.16199756 ,0.17777804 ,0.12735251 ,0.04819277 ,0.27906977 ,0.95128677 ,0.02343750 ,4.75781250 ,4.73437500 ,0.11828523 ,male
0.18047358 ,0.06506349 ,0.19766590 ,0.11949657 ,0.23931350 ,0.11981693 ,2.21692616 ,8.24534799 ,0.91753589 ,0.49957566 ,0.24091533 ,0.18047358 ,0.13369945 ,0.04819277 ,0.27906977 ,0.78974185 ,0.02343750 ,3.51562500 ,3.49218750 ,0.11006711 ,male
0.17845000 ,0.06024751 ,0.16215709 ,0.13195780 ,0.23109027 ,0.09913247 ,1.23165860 ,4.00284803 ,0.92449462 ,0.44152846 ,0.16018757 ,0.17845000 ,0.13325702 ,0.04743083 ,0.27745665 ,0.77050781 ,0.02343750 ,3.77343750 ,3.75000000 ,0.10344388 ,male
0.16725193 ,0.07026850 ,0.16429338 ,0.12171735 ,0.23141324 ,0.10969589 ,0.94265520 ,3.05165615 ,0.95031185 ,0.61994882 ,0.24844365 ,0.16725193 ,0.13656171 ,0.04800000 ,0.27906977 ,0.74934896 ,0.02343750 ,4.45312500 ,4.42968750 ,0.16504523 ,male
0.16783171 ,0.06850069 ,0.15706177 ,0.12854758 ,0.23699499 ,0.10844741 ,1.72517511 ,5.44821712 ,0.93025971 ,0.56115932 ,0.14070117 ,0.16783171 ,0.12681067 ,0.04814443 ,0.27272727 ,0.58125000 ,0.02343750 ,4.03125000 ,4.00781250 ,0.07911937 ,male
0.19088766 ,0.06139923 ,0.19908441 ,0.13178827 ,0.24995708 ,0.11816881 ,1.27124619 ,4.14215016 ,0.91109242 ,0.36749572 ,0.13058655 ,0.19088766 ,0.12070241 ,0.04701273 ,0.27745665 ,0.56732537 ,0.02343750 ,2.10937500 ,2.08593750 ,0.06575114 ,male
0.14490420 ,0.08274529 ,0.12926194 ,0.07334298 ,0.24191028 ,0.16856729 ,1.43607339 ,5.09522906 ,0.94509618 ,0.58656482 ,0.26865412 ,0.14490420 ,0.14553983 ,0.04828974 ,0.27906977 ,0.75669643 ,0.02343750 ,4.12500000 ,4.10156250 ,0.10649351 ,male
0.15055888 ,0.07298901 ,0.14677419 ,0.10290323 ,0.21483871 ,0.11193548 ,0.87571173 ,3.37973076 ,0.96659934 ,0.70296718 ,0.14290323 ,0.15055888 ,0.13256645 ,0.04710501 ,0.27906977 ,0.86675347 ,0.02343750 ,4.40625000 ,4.38281250 ,0.17195484 ,male
0.18812836 ,0.06820734 ,0.20108280 ,0.12974522 ,0.25280255 ,0.12305733 ,1.33087409 ,3.84705982 ,0.91079122 ,0.42897747 ,0.14178344 ,0.18812836 ,0.12949385 ,0.04692082 ,0.27428571 ,0.91460756 ,0.02343750 ,4.26562500 ,4.24218750 ,0.13358833 ,male
0.19101377 ,0.06432303 ,0.21554832 ,0.12647123 ,0.25020630 ,0.12373507 ,2.28589313 ,9.65767711 ,0.90522245 ,0.39486689 ,0.12707926 ,0.19101377 ,0.12881694 ,0.04719764 ,0.27906977 ,1.46744792 ,0.02343750 ,4.94531250 ,4.92187500 ,0.14372294 ,male
0.17684887 ,0.05781344 ,0.15838037 ,0.12952147 ,0.22640491 ,0.09688344 ,1.17535558 ,3.86351157 ,0.91584110 ,0.37101994 ,0.10512883 ,0.17684887 ,0.11488085 ,0.04738401 ,0.26519337 ,1.08606351 ,0.02343750 ,8.90625000 ,8.88281250 ,0.07480443 ,male
0.18683610 ,0.05848930 ,0.20770149 ,0.12453731 ,0.23737313 ,0.11283582 ,2.15951812 ,8.75176512 ,0.90216223 ,0.36838348 ,0.11659702 ,0.18683610 ,0.13329195 ,0.04724409 ,0.27906977 ,0.66796875 ,0.02343750 ,3.79687500 ,3.77343750 ,0.11212815 ,male
0.18167273 ,0.06786661 ,0.20664987 ,0.12236776 ,0.24931990 ,0.12695214 ,2.17029224 ,7.78687702 ,0.90168633 ,0.43917275 ,0.25743073 ,0.18167273 ,0.12561089 ,0.04710501 ,0.27428571 ,0.63020833 ,0.02343750 ,4.50000000 ,4.47656250 ,0.09409540 ,male
0.17624896 ,0.07647731 ,0.18952646 ,0.11816156 ,0.25153203 ,0.13337047 ,2.25882121 ,9.38460398 ,0.94065937 ,0.58465406 ,0.25816156 ,0.17624896 ,0.13073453 ,0.04800000 ,0.27906977 ,0.46406250 ,0.02343750 ,3.07031250 ,3.04687500 ,0.06748252 ,male
0.18579625 ,0.07082874 ,0.20253968 ,0.12730159 ,0.25111111 ,0.12380952 ,1.47754288 ,4.50771067 ,0.92875185 ,0.52121326 ,0.13587302 ,0.18579625 ,0.14038768 ,0.04715128 ,0.27906977 ,1.14047759 ,0.02343750 ,4.64062500 ,4.61718750 ,0.10715074 ,male
0.13995690 ,0.07276145 ,0.12622340 ,0.07632979 ,0.20776596 ,0.13143617 ,0.60805147 ,2.81004110 ,0.96521368 ,0.69485901 ,0.09978723 ,0.13995690 ,0.12422576 ,0.04761905 ,0.27272727 ,0.87755409 ,0.02343750 ,6.02343750 ,6.00000000 ,0.10397274 ,male
0.18212893 ,0.05826866 ,0.16143062 ,0.14260372 ,0.23713877 ,0.09453505 ,2.50521475 ,11.75009194 ,0.90833403 ,0.39758162 ,0.15261803 ,0.18212893 ,0.13732678 ,0.04838710 ,0.27428571 ,1.39359375 ,0.02343750 ,7.42968750 ,7.40625000 ,0.13738305 ,male
0.17659876 ,0.05961029 ,0.16565806 ,0.12226322 ,0.23419434 ,0.11193112 ,1.72069200 ,6.17768886 ,0.92411554 ,0.46709972 ,0.11916359 ,0.17659876 ,0.11206350 ,0.04705882 ,0.27745665 ,1.37376645 ,0.02343750 ,6.49218750 ,6.46875000 ,0.12110843 ,male
0.18071410 ,0.06701927 ,0.18224439 ,0.12952619 ,0.24369077 ,0.11416459 ,0.68934230 ,2.68359333 ,0.95697765 ,0.63546596 ,0.27371571 ,0.18071410 ,0.12932492 ,0.04701273 ,0.27586207 ,1.34024235 ,0.02343750 ,9.07031250 ,9.04687500 ,0.10286152 ,male
0.18337388 ,0.05828126 ,0.16550607 ,0.13338731 ,0.23692308 ,0.10353576 ,1.12360106 ,3.59944326 ,0.91624053 ,0.38604130 ,0.16134953 ,0.18337388 ,0.12988460 ,0.04719764 ,0.27745665 ,1.06893382 ,0.02343750 ,4.50000000 ,4.47656250 ,0.11506690 ,male
0.18370584 ,0.06471313 ,0.18185567 ,0.13170103 ,0.24680412 ,0.11510309 ,1.43925389 ,4.99687061 ,0.93325531 ,0.51699599 ,0.13891753 ,0.18370584 ,0.13035423 ,0.04692082 ,0.27906977 ,1.36351103 ,0.02343750 ,6.84375000 ,6.82031250 ,0.15570829 ,male
0.16161649 ,0.07340868 ,0.15445752 ,0.11273203 ,0.23022222 ,0.11749020 ,1.16345674 ,4.26825177 ,0.95618263 ,0.65319418 ,0.11675817 ,0.16161649 ,0.13036843 ,0.04705882 ,0.27586207 ,0.53125000 ,0.02343750 ,3.35156250 ,3.32812500 ,0.09616319 ,male
0.17938415 ,0.06714406 ,0.17107884 ,0.12634855 ,0.24340249 ,0.11705394 ,1.18806876 ,3.76393044 ,0.93961223 ,0.54743451 ,0.13970954 ,0.17938415 ,0.12682662 ,0.04771372 ,0.27906977 ,1.09050708 ,0.02343750 ,5.06250000 ,5.03906250 ,0.13302326 ,male
0.18366381 ,0.05669513 ,0.19927928 ,0.12360360 ,0.22198198 ,0.09837838 ,1.50064446 ,4.90290015 ,0.90617084 ,0.37159276 ,0.21643243 ,0.18366381 ,0.12335801 ,0.05090138 ,0.27586207 ,1.22343750 ,0.02343750 ,4.96875000 ,4.94531250 ,0.21672858 ,male
0.17692495 ,0.05969979 ,0.19367047 ,0.11008157 ,0.21194127 ,0.10185971 ,2.72167822 ,12.41965195 ,0.89740627 ,0.39022915 ,0.20737357 ,0.17692495 ,0.13125716 ,0.04729064 ,0.27906977 ,1.11328125 ,0.02343750 ,4.73437500 ,4.71093750 ,0.14901682 ,male
0.17861312 ,0.05825980 ,0.19376812 ,0.12123188 ,0.21659420 ,0.09536232 ,1.68908903 ,6.36013089 ,0.92039569 ,0.45036061 ,0.20442029 ,0.17861312 ,0.12499843 ,0.04800000 ,0.27118644 ,1.42367789 ,0.02343750 ,5.34375000 ,5.32031250 ,0.20756673 ,male
0.18164461 ,0.05814094 ,0.19184339 ,0.12880914 ,0.21422512 ,0.08541599 ,1.91794559 ,7.23111197 ,0.89612348 ,0.32241495 ,0.19686786 ,0.18164461 ,0.11072549 ,0.04724409 ,0.27428571 ,0.49927326 ,0.02343750 ,4.68750000 ,4.66406250 ,0.05708027 ,male
0.18179899 ,0.05810207 ,0.19203733 ,0.12367030 ,0.22556765 ,0.10189736 ,1.09165958 ,4.00929469 ,0.92557540 ,0.42794710 ,0.19073095 ,0.18179899 ,0.11058585 ,0.04974093 ,0.27428571 ,0.78906250 ,0.02343750 ,4.35937500 ,4.33593750 ,0.06231231 ,male
0.18087905 ,0.06229839 ,0.18941177 ,0.12105882 ,0.22441177 ,0.10335294 ,1.07971079 ,3.35686023 ,0.92987734 ,0.50299470 ,0.22317647 ,0.18087905 ,0.12978546 ,0.04729064 ,0.27745665 ,1.38727679 ,0.02343750 ,5.15625000 ,5.13281250 ,0.18444721 ,male
0.19185357 ,0.05972157 ,0.21200000 ,0.13400000 ,0.23600000 ,0.10200000 ,1.25499316 ,4.24638509 ,0.91980232 ,0.44419432 ,0.22350000 ,0.19185357 ,0.11938156 ,0.05139186 ,0.27586207 ,1.43098958 ,0.02343750 ,11.55468750 ,11.53125000 ,0.09546071 ,male
0.18631760 ,0.05521089 ,0.20556962 ,0.12670886 ,0.22240506 ,0.09569620 ,2.11677852 ,7.43156366 ,0.88769161 ,0.29193943 ,0.22107595 ,0.18631760 ,0.11974270 ,0.04743083 ,0.27272727 ,0.78142756 ,0.02343750 ,5.08593750 ,5.06250000 ,0.12511574 ,male
0.18717832 ,0.05862881 ,0.19894737 ,0.13376518 ,0.22331984 ,0.08955466 ,1.89535312 ,6.90378370 ,0.89482262 ,0.35255569 ,0.20064777 ,0.18717832 ,0.11404787 ,0.04696673 ,0.27906977 ,1.30769231 ,0.02343750 ,4.59375000 ,4.57031250 ,0.14968815 ,male
0.18050710 ,0.05943646 ,0.20185008 ,0.11968102 ,0.22641148 ,0.10673046 ,1.66910161 ,5.83515336 ,0.91917021 ,0.47242879 ,0.21078150 ,0.18050710 ,0.14736934 ,0.04838710 ,0.27745665 ,0.68252841 ,0.02343750 ,4.38281250 ,4.35937500 ,0.11978495 ,male
0.18400002 ,0.05701562 ,0.20279232 ,0.12020942 ,0.22380454 ,0.10359511 ,1.46294805 ,4.52499491 ,0.89435471 ,0.29587470 ,0.20865620 ,0.18400002 ,0.11788702 ,0.04800000 ,0.27906977 ,0.79017857 ,0.02343750 ,5.10937500 ,5.08593750 ,0.07211359 ,male
0.18206998 ,0.05787656 ,0.19193548 ,0.12080645 ,0.22053763 ,0.09973118 ,1.77664057 ,6.10189607 ,0.89901533 ,0.33170298 ,0.18591398 ,0.18206998 ,0.12823528 ,0.04692082 ,0.27906977 ,1.13060462 ,0.02343750 ,5.08593750 ,5.06250000 ,0.15196759 ,male
0.18049841 ,0.05798172 ,0.19561644 ,0.11698630 ,0.22486301 ,0.10787671 ,1.77108345 ,6.74951566 ,0.89958132 ,0.36267199 ,0.19561644 ,0.18049841 ,0.12151590 ,0.04809619 ,0.27745665 ,0.62860577 ,0.02343750 ,4.78125000 ,4.75781250 ,0.10270190 ,male
0.18450092 ,0.05822404 ,0.19533784 ,0.12202703 ,0.22844595 ,0.10641892 ,1.21581269 ,4.02635108 ,0.90735847 ,0.33139658 ,0.19060811 ,0.18450092 ,0.11501311 ,0.04843592 ,0.27118644 ,0.70520833 ,0.02343750 ,5.01562500 ,4.99218750 ,0.12075554 ,male
0.18953987 ,0.06007695 ,0.20623377 ,0.12727273 ,0.24155844 ,0.11428571 ,1.40809287 ,4.53237802 ,0.91014647 ,0.40394574 ,0.20831169 ,0.18953987 ,0.13042003 ,0.04853387 ,0.27906977 ,0.71484375 ,0.02343750 ,5.34375000 ,5.32031250 ,0.12299083 ,male
0.17932560 ,0.06125193 ,0.19909228 ,0.11818457 ,0.22323752 ,0.10505295 ,2.08746385 ,9.08198802 ,0.91243168 ,0.47376068 ,0.20925870 ,0.17932560 ,0.12221947 ,0.04738401 ,0.27906977 ,0.62058424 ,0.02343750 ,5.74218750 ,5.71875000 ,0.09897541 ,male
0.18265619 ,0.05810763 ,0.19448517 ,0.12460733 ,0.22771379 ,0.10310646 ,1.80862547 ,6.86322833 ,0.90845254 ,0.37713195 ,0.19350785 ,0.18265619 ,0.12337522 ,0.04738401 ,0.27906977 ,0.58794643 ,0.02343750 ,3.77343750 ,3.75000000 ,0.08168103 ,male
0.18103065 ,0.05939491 ,0.19334370 ,0.12018663 ,0.22382582 ,0.10363919 ,1.34589755 ,4.51569611 ,0.91191931 ,0.37493325 ,0.09928460 ,0.18103065 ,0.11968800 ,0.04814443 ,0.26519337 ,0.86432927 ,0.02343750 ,4.57031250 ,4.54687500 ,0.12958190 ,male
0.18324581 ,0.05724523 ,0.19895865 ,0.12349158 ,0.22125574 ,0.09776417 ,1.73608935 ,6.40668747 ,0.91222266 ,0.38753659 ,0.19895865 ,0.18324581 ,0.12833229 ,0.04710501 ,0.27745665 ,1.37304688 ,0.02343750 ,5.81250000 ,5.78906250 ,0.16288485 ,male
0.18267180 ,0.05512079 ,0.19936709 ,0.12449367 ,0.21620253 ,0.09170886 ,2.45185856 ,10.20124691 ,0.89164937 ,0.34207942 ,0.20867089 ,0.18267180 ,0.12081352 ,0.04715128 ,0.27745665 ,0.66303454 ,0.02343750 ,4.31250000 ,4.28906250 ,0.08282104 ,male
0.18501489 ,0.05683001 ,0.19409091 ,0.13310606 ,0.22590909 ,0.09280303 ,1.80454620 ,6.57514444 ,0.90188067 ,0.34274684 ,0.18931818 ,0.18501489 ,0.11893524 ,0.04710501 ,0.27906977 ,1.01132813 ,0.02343750 ,5.34375000 ,5.32031250 ,0.12879666 ,male
0.18215926 ,0.05969499 ,0.19205433 ,0.12645161 ,0.22247878 ,0.09602717 ,1.59184257 ,6.23532398 ,0.92212083 ,0.46498456 ,0.19157895 ,0.18215926 ,0.13039148 ,0.04848485 ,0.27745665 ,1.11855469 ,0.02343750 ,4.66406250 ,4.64062500 ,0.09687787 ,male
0.18946998 ,0.05781879 ,0.19446029 ,0.16195519 ,0.22525458 ,0.06329939 ,1.55669225 ,5.60957758 ,0.89948382 ,0.32689615 ,0.18704684 ,0.18946998 ,0.10500941 ,0.04692082 ,0.27118644 ,0.64133523 ,0.02343750 ,4.64062500 ,4.61718750 ,0.03570803 ,male
0.18293732 ,0.05826087 ,0.19751938 ,0.12458915 ,0.22617054 ,0.10158140 ,1.87484290 ,7.47148275 ,0.91999245 ,0.45157839 ,0.19925581 ,0.18293732 ,0.12335397 ,0.04766634 ,0.27745665 ,1.21938345 ,0.02343750 ,7.21875000 ,7.19531250 ,0.11423116 ,male
0.18159172 ,0.05718600 ,0.19579259 ,0.12237037 ,0.22026667 ,0.09789630 ,1.32612303 ,4.17876556 ,0.91327452 ,0.40634396 ,0.20367407 ,0.18159172 ,0.11941030 ,0.04705882 ,0.27118644 ,0.98253677 ,0.02343750 ,4.45312500 ,4.42968750 ,0.15792501 ,male
0.18674100 ,0.05595364 ,0.20094118 ,0.13588235 ,0.22276471 ,0.08688235 ,1.65612441 ,5.47311016 ,0.90266951 ,0.35870682 ,0.20341177 ,0.18674100 ,0.12404587 ,0.04719764 ,0.27586207 ,0.37390988 ,0.02343750 ,1.66406250 ,1.64062500 ,0.09246032 ,male
0.18037896 ,0.06103744 ,0.20038772 ,0.11851373 ,0.22843296 ,0.10991923 ,1.34081175 ,4.07780097 ,0.92202602 ,0.49564638 ,0.19948304 ,0.18037896 ,0.13485895 ,0.04752475 ,0.27906977 ,1.25360577 ,0.02343750 ,8.97656250 ,8.95312500 ,0.09955343 ,male
0.19497657 ,0.05553778 ,0.21393939 ,0.14303030 ,0.23818182 ,0.09515152 ,1.51272782 ,4.94651718 ,0.89300849 ,0.29041126 ,0.24848485 ,0.19497657 ,0.10159180 ,0.04715128 ,0.25130890 ,0.67897727 ,0.02343750 ,3.65625000 ,3.63281250 ,0.10752688 ,male
0.18517919 ,0.05613168 ,0.19822551 ,0.12576710 ,0.22772643 ,0.10195934 ,1.79156881 ,6.15585497 ,0.89504327 ,0.35481502 ,0.19563771 ,0.18517919 ,0.12543025 ,0.04776119 ,0.27428571 ,0.63616071 ,0.02343750 ,3.11718750 ,3.09375000 ,0.10489511 ,male
0.18242205 ,0.05742263 ,0.19694030 ,0.13164179 ,0.21470149 ,0.08305970 ,2.14983023 ,8.38294919 ,0.89621759 ,0.38972538 ,0.20529851 ,0.18242205 ,0.13246171 ,0.05026178 ,0.27745665 ,0.61695772 ,0.02343750 ,4.82812500 ,4.80468750 ,0.02419512 ,male
0.19782635 ,0.06165269 ,0.22102740 ,0.13616438 ,0.24116438 ,0.10500000 ,1.71966327 ,5.77852548 ,0.90562204 ,0.44112208 ,0.23205480 ,0.19782635 ,0.12495728 ,0.04757185 ,0.27586207 ,1.01601563 ,0.02343750 ,6.63281250 ,6.60937500 ,0.11764706 ,male
0.18108973 ,0.05949270 ,0.20208259 ,0.11561939 ,0.22168761 ,0.10606822 ,2.28976530 ,8.75559577 ,0.89480475 ,0.41542451 ,0.22168761 ,0.18108973 ,0.14449682 ,0.04692082 ,0.27906977 ,0.63281250 ,0.02343750 ,3.00000000 ,2.97656250 ,0.07340615 ,male
0.18154288 ,0.05971963 ,0.19033708 ,0.12544944 ,0.21550562 ,0.09005618 ,2.39134135 ,9.38187736 ,0.89820340 ,0.39600039 ,0.18640449 ,0.18154288 ,0.12760037 ,0.04843592 ,0.27586207 ,1.28738839 ,0.02343750 ,5.29687500 ,5.27343750 ,0.16470086 ,male
0.17826192 ,0.06095984 ,0.19318182 ,0.11590909 ,0.21681818 ,0.10090909 ,1.86059386 ,6.60087806 ,0.91465454 ,0.46435639 ,0.20545455 ,0.17826192 ,0.12465539 ,0.04719764 ,0.27118644 ,1.07648983 ,0.02343750 ,5.15625000 ,5.13281250 ,0.12075089 ,male
0.17638349 ,0.05955279 ,0.19100775 ,0.11243411 ,0.21575194 ,0.10331783 ,1.74532881 ,5.82886322 ,0.90968757 ,0.43759124 ,0.19317830 ,0.17638349 ,0.11832712 ,0.04719764 ,0.27745665 ,1.06487772 ,0.02343750 ,8.03906250 ,8.01562500 ,0.12250712 ,male
0.18072659 ,0.05663264 ,0.19874510 ,0.11584314 ,0.22400000 ,0.10815686 ,2.10102882 ,7.43686898 ,0.88487811 ,0.36462777 ,0.19929412 ,0.18072659 ,0.12050375 ,0.04733728 ,0.27586207 ,0.60684122 ,0.02343750 ,4.57031250 ,4.54687500 ,0.07013433 ,male
0.18387449 ,0.05859674 ,0.20079681 ,0.12270916 ,0.22924303 ,0.10653387 ,1.02285200 ,3.14760042 ,0.92159238 ,0.44921818 ,0.22589641 ,0.18387449 ,0.12280582 ,0.04800000 ,0.27745665 ,1.11914063 ,0.02343750 ,4.61718750 ,4.59375000 ,0.14237883 ,male
0.17259778 ,0.06921155 ,0.20049383 ,0.10975309 ,0.22166667 ,0.11191358 ,2.33494951 ,9.53061513 ,0.93197412 ,0.58654046 ,0.21734568 ,0.17259778 ,0.11527095 ,0.04858300 ,0.27906977 ,0.59574855 ,0.02343750 ,3.84375000 ,3.82031250 ,0.14127010 ,male
0.18185860 ,0.05829457 ,0.19366269 ,0.11543441 ,0.21989779 ,0.10446337 ,1.73639438 ,5.94591975 ,0.89879173 ,0.34766426 ,0.20797274 ,0.18185860 ,0.11332734 ,0.04692082 ,0.27428571 ,0.51615767 ,0.02343750 ,4.35937500 ,4.33593750 ,0.07211602 ,male
